,index,adventure,software training,photo editing,indie,education,action,animation &amp; modeling,early access,free to play,audio production,massively multiplayer,design &amp; illustration,utilities,sports,racing,rpg,accounting,simulation,casual,strategy,video production,game
14663,102976,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rogue quest: the vault of the lost tyrant
14664,102977,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aer memories of old
14665,102978,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,home architect - design your floor plans in 3d
14666,102979,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,newold
14667,102980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kartong - death by cardboard!
14668,102981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"house dating vr: cute korean girl, sehyun"
14669,102982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,logistical: usa - new york
14670,102983,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bonbon
14671,102984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost in new mexico
14672,102985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skybox vr video player
14673,102986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,numantia
14674,102987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,space leprechaun - soundtrack
14675,102988,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,aloha paradise hotel
14676,102989,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,winter wolves classic games collection
14677,102990,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,misao: definitive edition
14678,102991,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icycle: on thin ice
14679,102992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mind sweeper vr
14680,102993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,nascar heat 2 - october jumbo expansion
14681,102994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,nascar heat 2 - october value pack
14682,102995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,nascar heat 2 - free october toyota pack
14683,102996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,bionic battle mutants
14684,102997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,nascar heat 2 - free gamestop pack
14685,102998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the cavern
14686,102999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,command: shifting sands
14687,103000,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,metin2-power booster pack
14688,103001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,engare
14689,103002,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,radical roach: original soundtrack
14690,103003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,nightingale downs
14691,103004,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,fishing planet: gars&glory pack
14692,103005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lovemakers
14693,103006,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,operation desert road
14694,103007,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,lunarsea
14695,103008,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,clickraid - halloween pets/cursor
14696,103009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,the merchant memoirs
14697,103010,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,clickraid
14698,103011,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,plumber 3d
14699,103012,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,stickman - killer of apples
14700,103013,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,call of war
14701,103014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"run, my little pixel"
14702,103015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,forest escape
14703,103016,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,drosoph hotel
14704,103017,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,capsa
14705,103018,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ghostory
14706,103019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,princess of tavern collector's edition
14707,103020,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,artania – collector's pack
14708,103021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the man from outer space
14709,103022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,overkill
14710,103023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,algorithm
14711,103024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,voxel tank vr
14712,103025,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,mountains & clouds jewel match
14713,103026,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,gaia's melody: echoed melodies - ultimate guidebook
14714,103027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kraken
14715,103028,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,cyberia 2: resurrection
14716,103029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bookwars
14717,103030,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,undarkened
14718,103031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anti gravity warriors vr
14719,103032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,last toon standing
14720,103033,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,in the shadows - original soundtrack
14721,103034,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,mahjong solitaire - ultimate video game pack 1
14722,103035,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,maz!
14723,103036,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,this grand life
14724,103037,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,santa's workshop
14725,103038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rifftrax: night of the living dead (three riffer edition)
14726,103039,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,dean daimon
14727,103040,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dummy life
14728,103041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rifftrax: plan 9 from outer space (three riffer edition)
14729,103042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,lighttrack
14730,103043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rifftrax: the last slumber party
14731,103044,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infernal racket
14732,103045,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,chinese chess/ elephant game: 象棋/ 中国象棋/ 中國象棋
14733,103046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rifftrax: when a stranger calls back
14734,103047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pathstow mystery vr
14735,103048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vrmakingsense
14736,103049,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,galaxy girls - kotoha's harem
14737,103050,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,nona
14738,103051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,galapagos evolution
14739,103052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,halloween: jigsaw puzzles
14740,103053,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,hard west - printable posters
14741,103054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,real farm - soundtrack
14742,103055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,real farm
14743,103056,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,molten armor
14744,103057,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,gaia's melody: echoed melodies
14745,103058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,car mechanic simulator 2018 - jeep dlc
14746,103059,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,quantum pilot
14747,103060,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,neo angle
14748,103061,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,sociable soccer
14749,103062,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,blue snake adventures : master level
14750,103063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - token pack 53: more monsters (token pack)
14751,103064,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88 heroes – h8 mode activated!
14752,103065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,voxvr
14753,103066,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,blue snake adventures
14754,103067,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dungeons of kremlin: remastered
14755,103068,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"how to fool a liar king - insert song ""issho ni"""
14756,103069,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,how to fool a liar king - theme song
14757,103070,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coldtv
14758,103071,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,wars across the world: kavkaz 1804
14759,103072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,super arcade boy in defender of planet earth
14760,103073,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,neptune: arena fps
14761,103074,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,doodle god - soundtrack
14762,103075,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,zaccaria pinball - magic castle 2017 table
14763,103076,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,dark rising
14764,103077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ominous objects: phantom reflection collector's edition
14765,103078,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pray for death
14766,103079,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,epsilon jump prime
14767,103080,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,la aventura de axel
14768,103081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,sudden strike 4 - road to dunkirk
14769,103082,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,the princess is in another castle
14770,103083,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the inner world - the last wind monk
14771,103084,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ruby hunter
14772,103085,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,222 hearts
14773,103086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bartender vr simulator
14774,103087,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"fantasy grounds - noble cause, bloodied hands (pfrpg)"
14775,103088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,uh-1h: argo campaign
14776,103089,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - tropicana: gorillaconda (savage worlds)
14777,103090,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,carried away ost - lounging away by juhani junkala
14778,103091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - deadlands reloaded: guess who's coming to donner? (savage worlds)
14779,103092,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,beyond the void
14780,103093,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - tropicana: die fast... (or die trying) (savage worlds)
14781,103094,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,boratium wars
14782,103095,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,fishing planet: kayaks adventure pack
14783,103096,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,andarilho - vehicles
14784,103097,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,the superlatives: aetherfall
14785,103098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,civilization vi - khmer and indonesia civilization & scenario pack
14786,103099,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jasem: just another shooter with electronic music
14787,103100,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,please - soundtrack
14788,103101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,dungeons of hell
14789,103102,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the lost wizard
14790,103103,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,prime arena
14791,103104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ninja goemon and immortal jewels
14792,103105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,omsi 2 add-on hafencity - hamburg modern
14793,103106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ts marketplace: chatham main line scenario pack 01 add-on
14794,103107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,left&right
14795,103108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,professional farmer: american dream
14796,103109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train simulator: br class 402 '2-hal' emu add-on
14797,103110,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,don't be patchman
14798,103111,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,game machines: arcade casino
14799,103112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,battle brothers - lindwurm
14800,103113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,fsx steam edition - night environment: norway add-on
14801,103114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,fsx: steam edition - beechcraft® d17 staggerwing
14802,103115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the cave vr
14803,103116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,cities: skylines - green cities
14804,103117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,cities: skylines - content creator pack: european suburbia
14805,103118,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,flappy galaxy
14806,103119,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,flappy galaxy : master level
14807,103120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"gremlins, inc. – famous figures"
14808,103121,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the mind of marlo
14809,103122,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,maybot run
14810,103123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,museu do círio de nazaré em realidade virtual
14811,103124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,home run solitaire
14812,103125,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,scrap
14813,103126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,the jackbox party pack 4 - soundtrack
14814,103127,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,the jackbox party pack 4
14815,103128,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,urban rivals
14816,103129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the trace
14817,103130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bike rush
14818,103131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,clutter vi: leigh's story
14819,103132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,blok drop neo
14820,103133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,strategic command wwii: community pack
14821,103134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tricks and treats
14822,103135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,warbanners
14823,103136,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,liquidator
14824,103137,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,girl blonde
14825,103138,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,skipper
14826,103139,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,boston logan [kbos] airport for tower!3d pro
14827,103140,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,freaky awesome
14828,103141,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,freaky awesome ost
14829,103142,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,a mortician's tale
14830,103143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,a mortician's tale original soundtrack
14831,103144,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the low road - win well - songs on the low road
14832,103145,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,defend your castle
14833,103146,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the low road ost
14834,103147,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,tiny toyfare
14835,103148,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rex: another island
14836,103149,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,push
14837,103150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the gallery - episode 2: heart of the emberstone
14838,103151,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,office space: idle profits
14839,103152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marvel vs. capcom: infinite - nemesis tyrant costume
14840,103153,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marvel vs. capcom: infinite - arthur fallen angel armor costume
14841,103154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marvel vs. capcom: infinite - spencer gottfried costume
14842,103155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,massacre at noon
14843,103156,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the art and design of the eyes of ara
14844,103157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,last train to berlin
14845,103158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,uncharted waters ii / 大航海時代 ii
14846,103159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,romance of the three kingdoms ix with power up kit / 三國志ix with パワーアップキット
14847,103160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,nobunaga’s ambition: ranseiki with power up kit / 信長の野望・嵐世記 with パワーアップキット
14848,103161,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,claybook
14849,103162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the st christopher's school lockdown
14850,103163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skyworld
14851,103164,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,wwe 2k18
14852,103165,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,brawlhalla
14853,103166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,taphouse vr
14854,103167,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,wwe 2k18 - season pass
14855,103168,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,wwe 2k18 - myplayer kick start
14856,103169,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,wwe 2k18 - accelerator
14857,103170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tom clancy's rainbow six® siege - pulse desert grit set
14858,103171,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,the doorbreaker
14859,103172,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,de mambo
14860,103173,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,return to planet x
14861,103174,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,luna online: reborn
14862,103175,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,cobos
14863,103176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - investigator handbook (coc7e)
14864,103177,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marvel vs. capcom: infinite - black panther
14865,103178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marvel vs. capcom: infinite - monster hunter
14866,103179,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marvel vs. capcom: infinite - sigma
14867,103180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the talos principle vr
14868,103181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,luna
14869,103182,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marvel vs. capcom: infinite - captain marvel warbird costume
14870,103183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marvel vs. capcom: infinite - joe fixit costume
14871,103184,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gil's lucid dreams
14872,103185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brian posehn: 25x2
14873,103186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,rocksmith® 2014 edition – remastered – bachman-turner overdrive song pack
14874,103187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,rocksmith® 2014 edition – remastered – bachman-turner overdrive - “takin’ care of business”
14875,103188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,rocksmith® 2014 edition – remastered – bachman-turner overdrive - “you ain’t seen nothing yet”
14876,103189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,south park™: the fractured but whole™ - relics of zaron
14877,103190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,south park™: the fractured but whole™ - season pass
14878,103191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,south park™: the fractured but whole™
14879,103192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cliffstone manor
14880,103193,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rivals of aether: ranno and clairen
14881,103194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,rocksmith® 2014 edition – remastered – bachman-turner overdrive - “let it ride”
14882,103195,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,blast lander
14883,103196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,katy and bob way back home
14884,103197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"blue reflection - summer clothes set a (hinako, sarasa, mao)"
14885,103198,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,dice
14886,103199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"blue reflection - summer clothes set b (yuzu, shihori, kei)"
14887,103200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"blue reflection - summer clothes set c (lime, fumio, chihiro)"
14888,103201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"blue reflection - summer clothes set d (sanae, ako, yuri)"
14889,103202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"blue reflection - summer clothes set e (rin, kaori, rika)"
14890,103203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"blue reflection - bath towels set a (hinako, sarasa, mao)"
14891,103204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"blue reflection - bath towels set c (lime, fumio, chihiro)"
